Version,AUC,Precision,Recall
2.0.0,0.908875211879747,0.7860486704431764,0.5196556641123772
2.1.0,0.9105159000596439,0.7696160970315025,0.5401922470374366
2.2.0,0.9199223542755677,0.8243652951834701,0.5366280319482137
2.3.0,0.7502215261086141,0.6148333333333333,0.08945036197606288
3.0.0,0.9894918487735542,0.9656794521115573,0.975786174219176
3.1.0,0.8697784860093962,0.7459594021404069,0.3589805941408837
