Version,AUC,Precision,Recall
2.0.0,0.8123635758939646,0.6383391987517244,0.2629422323419988
2.1.0,0.7923160085998506,0.6655348162162437,0.23355485211421312
2.2.0,0.7937779830195217,0.5616020389440485,0.16724783895479323
2.3.0,0.7036909475062844,0.47359523809523807,0.05521025363600071
3.0.0,0.8065959829355691,0.8499734395382222,0.9742598934776293
3.1.0,0.8241365438881484,0.7629591084676964,0.23955344975088352
