Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic_x,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic_x,Version,CommitId,BaseFileName,AvgCyclomatic_y,SumCyclomatic_y,SumDeclMethod,Bogue
File,AbortTxnHandler.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,42.0,5.0,20.0,11.0,6.0,17.0,0.0,0.0,0.0,10.0,14.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,85",3.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbortTxnHandler,1.25,10.0,0.0,1
File,AbortTxnHandler.java,19.0,2.0,17.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,4.0,30.0,18.0,12.0,21.0,0.0,0.0,0.0,18.0,21.0,15.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,70",2.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbortTxnHandler,1.25,10.0,0.0,1
File,AbortTxnMessage.java,3.0,0.0,3.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,5.0,7.0,4.0,1.0,24.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"3,43",1.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbortTxnMessage,0.5,1.0,0.0,0
File,AbortTxnRequest.java,8.0,0.0,8.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,43.0,0.0,0.0,0.0,41.0,40.0,7.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,2.0,0.0,40.0,0.0,497.0,73.0,397.0,118.0,217.0,33.0,0.0,0.0,0.0,186.0,278.0,104.0,0.0,188.0,0.0,8.0,0.0,3.0,0.0,0.0,"0,08",90.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbortTxnRequest,2.125,85.0,26.0,0
File,AbortTxnsDesc.java,5.0,0.0,3.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,13.0,8.0,3.0,23.0,0.0,0.0,0.0,7.0,10.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,77",2.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbortTxnsDesc,1.0,2.0,0.0,0
File,AbortTxnsRequest.java,8.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,41.0,0.0,0.0,0.0,39.0,38.0,4.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,2.0,0.0,38.0,0.0,438.0,67.0,346.0,110.0,164.0,28.0,0.0,0.0,0.0,154.0,236.0,101.0,0.0,149.0,0.0,6.0,0.0,4.0,0.0,0.0,"0,08",75.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbortTxnsRequest,1.864864864864865,69.0,25.0,1
File,AbstractBucketJoinProc.java,39.0,3.0,32.0,3.0,7.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,521.0,52.0,401.0,157.0,239.0,69.0,0.0,0.0,0.0,197.0,287.0,139.0,0.0,208.0,0.0,27.0,0.0,6.0,0.0,0.0,"0,17",76.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractBucketJoinProc,6.333333333333332,76.0,0.0,0
File,AbstractCliConfig.java,7.0,0.0,6.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,41.0,0.0,0.0,0.0,39.0,41.0,19.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,3.0,13.0,25.0,0.0,409.0,61.0,320.0,111.0,153.0,28.0,0.0,0.0,0.0,139.0,225.0,109.0,0.0,135.0,0.0,8.0,0.0,4.0,0.0,0.0,"0,09",75.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractCliConfig,2.032258064516129,63.0,10.0,0
File,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,110.0,18.0,67.0,30.0,26.0,25.0,0.0,0.0,0.0,31.0,46.0,24.0,0.0,24.0,0.0,5.0,0.0,2.0,0.0,0.0,"0,37",13.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractCommandHandler,1.625,13.0,0.0,0
File,AbstractConstraintEventHandler.java,6.0,0.0,6.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,16.0,6.0,7.0,17.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,06",2.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractConstraintEventHandler,1.0,2.0,0.0,1
File,AbstractCoreBlobstoreCliDriver.java,16.0,1.0,14.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,187.0,22.0,139.0,58.0,81.0,27.0,0.0,0.0,0.0,80.0,99.0,47.0,0.0,65.0,0.0,6.0,0.0,2.0,0.0,0.0,"0,19",19.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractCoreBlobstoreCliDriver,2.571428571428572,18.0,0.0,0
File,AbstractCorrelationProcCtx.java,5.0,0.0,5.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,99.0,14.0,63.0,28.0,23.0,23.0,0.0,0.0,0.0,35.0,49.0,29.0,0.0,22.0,0.0,5.0,0.0,3.0,0.0,0.0,"0,37",12.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractCorrelationProcCtx,1.5,12.0,0.0,0
File,AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,68.0,8.0,11.0,10.0,0.0,49.0,0.0,0.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,45",0.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractDeserializer,0.16666666666666666,1.0,0.0,0
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,87.0,12.0,43.0,27.0,11.0,32.0,0.0,0.0,0.0,23.0,30.0,21.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,74",6.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractEncodingAwareSerDe,0.8571428571428571,6.0,0.0,0
File,AbstractEventHandler.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,46.0,6.0,23.0,15.0,5.0,17.0,0.0,0.0,0.0,13.0,17.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,74",3.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractEventHandler,1.0,3.0,0.0,1
File,AbstractExpression.java,9.0,0.0,9.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,13.0,13.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,169.0,17.0,139.0,65.0,68.0,13.0,0.0,0.0,0.0,98.0,124.0,66.0,0.0,76.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,09",25.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractExpression,1.9230769230769231,25.0,0.0,0
File,AbstractFileMergeOperator.java,21.0,1.0,16.0,5.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,14.0,0.0,0.0,0.0,14.0,13.0,17.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,381.0,30.0,258.0,82.0,153.0,97.0,0.0,0.0,0.0,132.0,182.0,74.0,0.0,127.0,0.0,14.0,0.0,6.0,0.0,0.0,"0,38",51.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractFileMergeOperator,3.6428571428571432,51.0,0.0,0
File,AbstractFilterStringColLikeStringScalar.java,14.0,1.0,11.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,25.0,0.0,0.0,0.0,28.0,28.0,20.0,0.0,0.0,0.0,28.0,0.0,0.0,9.0,0.0,1.0,1.0,17.0,0.0,517.0,66.0,346.0,112.0,191.0,107.0,0.0,0.0,0.0,178.0,258.0,116.0,0.0,151.0,0.0,23.0,0.0,5.0,0.0,0.0,"0,31",69.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractFilterStringColLikeStringScalar,3.3,33.0,18.0,1
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,57.0,6.0,24.0,13.0,6.0,27.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,"1,13",3.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractGenericUDAFResolver,1.5,3.0,0.0,0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,108.0,11.0,71.0,25.0,37.0,26.0,0.0,0.0,0.0,40.0,54.0,27.0,0.0,29.0,0.0,6.0,0.0,3.0,0.0,0.0,"0,37",13.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractGenericUDFReflect,2.6,13.0,0.0,0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,8.0,28.0,19.0,5.0,17.0,0.0,0.0,0.0,17.0,21.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,61",3.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractHBaseKeyFactory,1.0,3.0,0.0,0
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,80.0,10.0,38.0,19.0,18.0,32.0,0.0,0.0,0.0,25.0,30.0,18.0,0.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,84",4.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractHBaseKeyPredicateDecomposer,1.3333333333333333,4.0,0.0,0
File,AbstractHCatLoaderTest.java,23.0,1.0,20.0,2.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.0,27.0,0.0,0.0,0.0,28.0,20.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,5.0,0.0,7.0,0.0,16.0,0.0,755.0,69.0,618.0,205.0,454.0,83.0,0.0,0.0,0.0,425.0,487.0,192.0,0.0,363.0,0.0,6.0,0.0,4.0,0.0,0.0,"0,13",57.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractHCatLoaderTest,1.8,45.0,3.0,0
File,AbstractHCatStorerTest.java,27.0,2.0,23.0,2.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,34.0,0.0,0.0,0.0,35.0,34.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,1014.0,101.0,817.0,233.0,636.0,104.0,0.0,0.0,0.0,537.0,611.0,214.0,0.0,466.0,0.0,11.0,0.0,2.0,0.0,0.0,"0,13",75.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractHCatStorerTest,2.176470588235294,74.0,1.0,0
File,AbstractHiveAuthorizer.java,6.0,0.0,4.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,4.0,11.0,6.0,2.0,37.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"3,36",2.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractHiveAuthorizer,1.0,2.0,0.0,0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,165.0,23.0,83.0,32.0,32.0,59.0,0.0,0.0,0.0,39.0,62.0,33.0,0.0,30.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,71",21.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractHiveService,1.1666666666666667,21.0,0.0,0
File,AbstractJdbcTriggersTest.java,17.0,1.0,16.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,231.0,27.0,188.0,76.0,110.0,19.0,0.0,0.0,0.0,123.0,151.0,72.0,0.0,91.0,0.0,8.0,0.0,4.0,0.0,0.0,"0,10",23.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractJdbcTriggersTest,2.090909090909091,23.0,0.0,1
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,187.0,14.0,130.0,52.0,68.0,43.0,0.0,0.0,0.0,64.0,98.0,50.0,0.0,60.0,0.0,7.0,0.0,5.0,0.0,0.0,"0,33",25.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractJoinTaskDispatcher,4.166666666666667,25.0,0.0,0
File,AbstractMapJoin.java,17.0,3.0,13.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,173.0,29.0,125.0,76.0,45.0,19.0,0.0,0.0,0.0,65.0,76.0,53.0,0.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,15",11.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractMapJoin,1.8333333333333333,11.0,0.0,0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,120.0,20.0,75.0,40.0,33.0,26.0,0.0,0.0,0.0,42.0,54.0,33.0,0.0,25.0,0.0,3.0,0.0,1.0,0.0,0.0,"0,35",10.0,rel/release-3.1.0,a0813d3649fdc144e8b46e6ba3aca1b8fc8f0b06,AbstractMapJoinOperator,1.4285714285714286,10.0,0.0,0
