Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic_x,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,Version,CommitId,BaseFileName,AvgCyclomatic_y,SumDeclMethod,Bogue
File,AbortTxnsRequest.java,8.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,41.0,0.0,0.0,0.0,39.0,38.0,4.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,2.0,0.0,38.0,0.0,438.0,67.0,346.0,110.0,164.0,28.0,0.0,0.0,0.0,154.0,236.0,101.0,0.0,149.0,0.0,6.0,0.0,4.0,0.0,0.0,"0,08",75.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbortTxnsRequest,1.864864864864865,25.0,0
File,AbstractBucketJoinProc.java,38.0,3.0,32.0,3.0,7.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,515.0,52.0,395.0,155.0,236.0,69.0,0.0,0.0,0.0,193.0,282.0,137.0,0.0,205.0,0.0,26.0,0.0,6.0,0.0,0.0,"0,17",75.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractBucketJoinProc,6.25,0.0,0
File,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,110.0,18.0,67.0,30.0,26.0,25.0,0.0,0.0,0.0,31.0,46.0,24.0,0.0,24.0,0.0,5.0,0.0,2.0,0.0,0.0,"0,37",13.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractCommandHandler,1.625,0.0,0
File,AbstractCorrelationProcCtx.java,5.0,0.0,5.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,99.0,14.0,63.0,28.0,23.0,23.0,0.0,0.0,0.0,35.0,49.0,29.0,0.0,22.0,0.0,5.0,0.0,3.0,0.0,0.0,"0,37",12.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractCorrelationProcCtx,1.5,0.0,0
File,AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,68.0,8.0,11.0,10.0,0.0,49.0,0.0,0.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,45",0.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractDeserializer,0.16666666666666666,0.0,0
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,87.0,12.0,43.0,27.0,11.0,32.0,0.0,0.0,0.0,23.0,30.0,21.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,74",6.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractEncodingAwareSerDe,0.8571428571428571,0.0,0
File,AbstractExpression.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,12.0,12.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,150.0,16.0,121.0,59.0,56.0,13.0,0.0,0.0,0.0,82.0,105.0,58.0,0.0,63.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,11",22.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractExpression,1.8333333333333333,0.0,0
File,AbstractFileMergeOperator.java,18.0,1.0,14.0,4.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,12.0,11.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,293.0,23.0,204.0,69.0,118.0,66.0,0.0,0.0,0.0,107.0,142.0,61.0,0.0,94.0,0.0,9.0,0.0,5.0,0.0,0.0,"0,32",33.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractFileMergeOperator,2.75,0.0,1
File,AbstractFilterStringColLikeStringScalar.java,13.0,1.0,11.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,27.0,0.0,0.0,0.0,30.0,30.0,21.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,0.0,1.0,1.0,19.0,0.0,533.0,65.0,365.0,115.0,202.0,105.0,0.0,0.0,0.0,184.0,271.0,120.0,0.0,160.0,0.0,24.0,0.0,5.0,0.0,0.0,"0,29",76.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractFilterStringColLikeStringScalar,3.0,18.0,1
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,6.0,23.0,12.0,6.0,27.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,"1,17",3.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractGenericUDAFResolver,1.5,0.0,0
File,AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,146.0,19.0,106.0,49.0,58.0,21.0,0.0,0.0,0.0,59.0,75.0,46.0,0.0,43.0,0.0,4.0,0.0,1.0,0.0,0.0,"0,20",14.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractGenericUDFEWAHBitmapBop,2.0,0.0,0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,108.0,11.0,71.0,25.0,37.0,26.0,0.0,0.0,0.0,40.0,54.0,27.0,0.0,29.0,0.0,6.0,0.0,3.0,0.0,0.0,"0,37",13.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractGenericUDFReflect,2.6,0.0,0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,8.0,28.0,19.0,5.0,17.0,0.0,0.0,0.0,17.0,21.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,61",3.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractHBaseKeyFactory,1.0,0.0,1
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,80.0,10.0,38.0,19.0,18.0,32.0,0.0,0.0,0.0,25.0,30.0,18.0,0.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,84",4.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractHBaseKeyPredicateDecomposer,1.3333333333333333,0.0,0
File,AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,4.0,7.0,4.0,1.0,30.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"4,29",1.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractHiveAuthorizer,1.0,0.0,0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,17.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,159.0,22.0,78.0,30.0,30.0,59.0,0.0,0.0,0.0,36.0,58.0,31.0,0.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,76",20.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractHiveService,1.1764705882352942,0.0,1
File,AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,58.0,7.0,28.0,14.0,9.0,23.0,0.0,0.0,0.0,17.0,23.0,14.0,0.0,10.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,82",5.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractIndexHandler,1.6666666666666667,0.0,0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,186.0,14.0,129.0,51.0,68.0,43.0,0.0,0.0,0.0,63.0,97.0,49.0,0.0,60.0,0.0,7.0,0.0,5.0,0.0,0.0,"0,33",25.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractJoinTaskDispatcher,4.166666666666667,0.0,0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,120.0,20.0,75.0,40.0,33.0,26.0,0.0,0.0,0.0,42.0,54.0,33.0,0.0,25.0,0.0,3.0,0.0,1.0,0.0,0.0,"0,35",10.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractMapJoinOperator,1.4285714285714286,0.0,1
File,AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,51.0,8.0,25.0,14.0,9.0,18.0,0.0,0.0,0.0,14.0,19.0,13.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,72",4.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractMapJoinTableContainer,1.0,0.0,0
File,AbstractMapOperator.java,7.0,0.0,6.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,14.0,16.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,178.0,30.0,99.0,50.0,42.0,49.0,0.0,0.0,0.0,54.0,74.0,44.0,0.0,38.0,0.0,6.0,0.0,2.0,0.0,0.0,"0,49",17.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractMapOperator,1.2142857142857142,2.0,0
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,92.0,18.0,57.0,32.0,14.0,17.0,0.0,0.0,0.0,21.0,34.0,22.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,30",12.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractOperatorDesc,1.0,0.0,1
File,AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,50.0,8.0,17.0,8.0,8.0,25.0,0.0,0.0,0.0,11.0,14.0,8.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,"1,47",2.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractOutputFormat,0.5,0.0,0
File,AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,13.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,173.0,26.0,134.0,48.0,68.0,13.0,0.0,0.0,0.0,57.0,90.0,37.0,0.0,58.0,0.0,10.0,0.0,2.0,0.0,0.0,"0,10",33.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractParquetMapInspector,2.5384615384615383,0.0,0
File,AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,49.0,6.0,23.0,12.0,5.0,20.0,0.0,0.0,0.0,7.0,13.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,87",5.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractPrimitiveJavaObjectInspector,1.0,0.0,0
File,AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,48.0,6.0,22.0,13.0,4.0,20.0,0.0,0.0,0.0,9.0,14.0,10.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,"0,91",5.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractPrimitiveLazyObjectInspector,1.25,0.0,0
File,AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,107.0,13.0,46.0,25.0,10.0,48.0,0.0,0.0,0.0,15.0,26.0,16.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,04",10.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractPrimitiveObjectInspector,1.0,0.0,0
File,AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,46.0,6.0,20.0,11.0,4.0,20.0,0.0,0.0,0.0,6.0,11.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,00",4.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractPrimitiveWritableObjectInspector,1.0,0.0,0
File,AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,18.0,17.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,5.0,6.0,6.0,0.0,273.0,31.0,200.0,82.0,101.0,43.0,0.0,0.0,0.0,110.0,142.0,77.0,0.0,77.0,0.0,8.0,0.0,2.0,0.0,0.0,"0,21",34.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractRecordWriter,1.8888888888888888,0.0,0
File,AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,59.0,10.0,14.0,12.0,0.0,35.0,0.0,0.0,0.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,50",0.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractRowContainer,0.0,2.0,0
File,AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,537.0,61.0,335.0,134.0,201.0,141.0,0.0,0.0,0.0,175.0,227.0,109.0,0.0,163.0,0.0,12.0,0.0,3.0,0.0,0.0,"0,42",49.0,rel/release-2.1.0,dcb8e395666a8792bfb62dd36a642443a6476ef3,AbstractSMBJoinProc,4.083333333333333,0.0,1
