Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic_x,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,Version,CommitId,BaseFileName_x,AvgCyclomatic_y,SumDeclMethod,Bogue,file,added_lines,deleted_lines,commits,bug_fix_commits,developers,global_developers,average_time_between_changes,global_average_time_between_changes,mean_expertise,min_expertise,comments_changed,comments_unchanged,BaseFileName_y,Priority
File,GenericUDAFBridge.java,7.0,0.0,6.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,15.0,0.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,193.0,33.0,129.0,60.0,49.0,31.0,0.0,0.0,0.0,58.0,85.0,50.0,0.0,37.0,0.0,9.0,0.0,2.0,0.0,0.0,"0,24",23.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFBridge,1.0,11.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFCollectList.java,12.0,1.0,11.0,0.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,6.0,31.0,12.0,14.0,17.0,0.0,0.0,0.0,10.0,15.0,9.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,"0,55",7.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCollectList,3.5,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFCollectList.java,55.0,45.0,10.0,0.0,5.0,5.0,596762.4444444445,596762.4444444445,2.0,1.0,2.0,8.0,GenericUDAFCollectList.java,0
File,GenericUDAFCollectSet.java,11.0,0.0,11.0,0.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,5.0,31.0,12.0,14.0,20.0,0.0,0.0,0.0,10.0,15.0,9.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,"0,65",7.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCollectSet,3.5,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFCollectSet.java,50.0,45.0,10.0,0.0,5.0,5.0,596762.4444444445,596762.4444444445,2.0,1.0,2.0,8.0,GenericUDAFCollectSet.java,0
File,GenericUDAFComputeStats.java,15.0,2.0,13.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,66.0,0.0,0.0,0.0,70.0,70.0,80.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2.0,23.0,45.0,0.0,1385.0,232.0,1014.0,370.0,597.0,156.0,0.0,0.0,0.0,586.0,725.0,285.0,0.0,498.0,0.0,17.0,0.0,4.0,0.0,0.0,"0,15",145.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFComputeStats,17.0,41.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFComputeStats.java,487.0,279.0,13.0,0.0,7.0,7.0,1558861.0,1558861.0,1.8571428571428568,1.0,4.0,9.0,GenericUDAFComputeStats.java,3
File,GenericUDAFContextNGrams.java,35.0,2.0,29.0,4.0,6.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,414.0,37.0,314.0,96.0,196.0,64.0,0.0,0.0,0.0,152.0,203.0,79.0,0.0,146.0,0.0,21.0,0.0,4.0,0.0,0.0,"0,20",58.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFContextNGrams,21.0,8.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFContextNGrams.java,33.0,30.0,5.0,0.0,5.0,5.0,4676583.0,4676583.0,1.0,1.0,3.0,2.0,GenericUDAFContextNGrams.java,0
File,GenericUDAFCorrelation.java,22.0,2.0,20.0,1.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,11.0,23.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,384.0,39.0,277.0,107.0,175.0,75.0,0.0,0.0,0.0,159.0,185.0,86.0,0.0,116.0,0.0,26.0,0.0,2.0,0.0,0.0,"0,27",44.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCorrelation,26.0,9.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFCount.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,163.0,19.0,117.0,56.0,44.0,27.0,0.0,0.0,0.0,45.0,70.0,34.0,0.0,39.0,0.0,6.0,0.0,3.0,0.0,0.0,"0,23",21.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCount,2.5,8.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFCount.java,9.0,26.0,8.0,0.0,5.0,5.0,1617146.5714285714,1617146.5714285714,1.6,1.0,3.0,5.0,GenericUDAFCount.java,0
File,GenericUDAFCovariance.java,19.0,2.0,17.0,1.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,11.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,340.0,40.0,237.0,93.0,144.0,68.0,0.0,0.0,0.0,128.0,154.0,75.0,0.0,92.0,0.0,26.0,0.0,2.0,0.0,0.0,"0,29",44.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCovariance,26.0,9.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFCovariance.java,0.0,20.0,5.0,0.0,5.0,5.0,453021.5,453021.5,1.0,1.0,1.0,4.0,GenericUDAFCovariance.java,0
File,GenericUDAFCovarianceSample.java,36.0,2.0,34.0,1.0,15.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,123.0,10.0,87.0,24.0,53.0,28.0,0.0,0.0,0.0,19.0,30.0,13.0,0.0,17.0,0.0,26.0,0.0,2.0,0.0,0.0,"0,32",29.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCovarianceSample,26.0,1.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFCumeDist.java,14.0,0.0,14.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,97.0,7.0,72.0,43.0,28.0,18.0,0.0,0.0,0.0,33.0,44.0,26.0,0.0,20.0,0.0,7.0,0.0,3.0,0.0,0.0,"0,25",9.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFCumeDist,1.0,2.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFCumeDist.java,0.0,20.0,5.0,0.0,5.0,5.0,453021.5,453021.5,1.0,1.0,1.0,4.0,GenericUDAFCumeDist.java,0
File,GenericUDAFDenseRank.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,7.0,29.0,23.0,2.0,20.0,0.0,0.0,0.0,5.0,9.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,69",2.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFDenseRank,1.0,1.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFDenseRank.java,0.0,20.0,5.0,0.0,5.0,5.0,453021.5,453021.5,1.0,1.0,1.0,4.0,GenericUDAFDenseRank.java,0
File,GenericUDAFEWAHBitmap.java,11.0,0.0,11.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0.0,0.0,0.0,10.0,10.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,193.0,22.0,142.0,69.0,65.0,30.0,0.0,0.0,0.0,71.0,94.0,54.0,0.0,49.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,21",20.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFEWAHBitmap,3.0,8.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFEWAHBitmap.java,12.0,12.0,5.0,0.0,5.0,5.0,4676583.0,4676583.0,1.0,1.0,3.0,2.0,GenericUDAFEWAHBitmap.java,0
File,GenericUDAFEvaluator.java,10.0,0.0,3.0,7.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,0.0,0.0,0.0,16.0,17.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,258.0,24.0,69.0,40.0,18.0,165.0,0.0,0.0,0.0,32.0,47.0,33.0,0.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,"2,39",12.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFEvaluator,0.7857142857142857,4.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFFirstValue.java,10.0,1.0,8.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,22.0,0.0,0.0,0.0,22.0,22.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,3.0,16.0,0.0,323.0,52.0,231.0,95.0,97.0,40.0,0.0,0.0,0.0,101.0,153.0,74.0,0.0,88.0,0.0,10.0,0.0,3.0,0.0,0.0,"0,17",50.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFFirstValue,2.0,17.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFFirstValue.java,176.0,128.0,12.0,0.0,7.0,7.0,2459485.0,2459485.0,1.7142857142857142,1.0,3.0,9.0,GenericUDAFFirstValue.java,0
File,GenericUDAFHistogramNumeric.java,18.0,1.0,15.0,2.0,4.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,259.0,29.0,176.0,75.0,92.0,56.0,0.0,0.0,0.0,78.0,102.0,52.0,0.0,59.0,0.0,16.0,0.0,2.0,0.0,0.0,"0,32",32.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFHistogramNumeric,16.0,7.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFHistogramNumeric.java,32.0,23.0,10.0,0.0,7.0,7.0,2078481.333333333,2078481.333333333,1.4285714285714286,1.0,4.0,6.0,GenericUDAFHistogramNumeric.java,0
File,GenericUDAFLag.java,7.0,0.0,6.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,12.0,0.0,0.0,0.0,12.0,12.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,164.0,27.0,109.0,56.0,37.0,28.0,0.0,0.0,0.0,49.0,72.0,40.0,0.0,36.0,0.0,5.0,0.0,2.0,0.0,0.0,"0,26",19.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFLag,1.0,10.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFLag.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFLag.java,0
File,GenericUDAFLastValue.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,21.0,0.0,0.0,0.0,21.0,21.0,7.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,271.0,47.0,200.0,81.0,87.0,24.0,0.0,0.0,0.0,93.0,139.0,66.0,0.0,80.0,0.0,7.0,0.0,2.0,0.0,0.0,"0,12",41.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFLastValue,2.0,16.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFLastValue.java,151.0,101.0,11.0,0.0,7.0,7.0,1772290.6,1772290.6,1.5714285714285714,1.0,3.0,8.0,GenericUDAFLastValue.java,0
File,GenericUDAFLead.java,6.0,0.0,6.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,12.0,0.0,0.0,0.0,12.0,12.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,154.0,25.0,101.0,52.0,33.0,28.0,0.0,0.0,0.0,44.0,65.0,36.0,0.0,31.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,28",17.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFLead,1.0,10.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFLead.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFLead.java,0
File,GenericUDAFLeadLag.java,7.0,1.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,0.0,17.0,17.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,179.0,34.0,121.0,57.0,52.0,24.0,0.0,0.0,0.0,59.0,82.0,47.0,0.0,43.0,0.0,6.0,0.0,2.0,0.0,0.0,"0,20",22.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFLeadLag,2.0,14.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFLeadLag.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFLeadLag.java,0
File,GenericUDAFMax.java,10.0,0.0,9.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,21.0,0.0,0.0,0.0,21.0,21.0,5.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,0.0,321.0,45.0,218.0,90.0,97.0,58.0,0.0,0.0,0.0,95.0,143.0,70.0,0.0,84.0,0.0,10.0,0.0,3.0,0.0,0.0,"0,27",48.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFMax,3.0,17.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFMax.java,213.0,146.0,13.0,0.0,9.0,9.0,1476908.833333333,1476908.833333333,1.4444444444444444,1.0,4.0,9.0,GenericUDAFMax.java,3
File,GenericUDAFMin.java,6.0,0.0,6.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,14.0,0.0,0.0,0.0,14.0,14.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,164.0,25.0,118.0,61.0,41.0,21.0,0.0,0.0,0.0,50.0,74.0,45.0,0.0,33.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,18",20.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFMin,3.0,13.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFMin.java,21.0,31.0,7.0,0.0,6.0,6.0,2244084.5,2244084.5,1.1666666666666667,1.0,2.0,5.0,GenericUDAFMin.java,3
File,GenericUDAFMkCollectionEvaluator.java,6.0,0.0,6.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,15.0,0.0,0.0,0.0,13.0,15.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,166.0,27.0,113.0,55.0,48.0,26.0,0.0,0.0,0.0,53.0,77.0,45.0,0.0,37.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,23",20.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFMkCollectionEvaluator,1.4166666666666667,3.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFMkCollectionEvaluator.java,59.0,71.0,9.0,0.0,4.0,4.0,1847108.5,1847108.5,2.25,1.0,3.0,6.0,GenericUDAFMkCollectionEvaluator.java,0
File,GenericUDAFNTile.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0.0,0.0,0.0,10.0,10.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,166.0,27.0,119.0,66.0,45.0,20.0,0.0,0.0,0.0,59.0,79.0,47.0,0.0,36.0,0.0,4.0,0.0,2.0,0.0,0.0,"0,17",17.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFNTile,3.0,9.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFNTile.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFNTile.java,0
File,GenericUDAFParameterInfo.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,80.0,7.0,10.0,9.0,0.0,63.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"6,30",0.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFParameterInfo,0.0,0.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFPercentRank.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,82.0,12.0,53.0,37.0,14.0,17.0,0.0,0.0,0.0,23.0,31.0,23.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,"0,32",5.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFPercentRank,1.0,2.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFPercentRank.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFPercentRank.java,0
File,GenericUDAFPercentileApprox.java,25.0,2.0,21.0,3.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,12.0,0.0,0.0,0.0,12.0,12.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,415.0,39.0,310.0,97.0,187.0,70.0,0.0,0.0,0.0,126.0,173.0,69.0,0.0,116.0,0.0,29.0,0.0,2.0,0.0,0.0,"0,23",58.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFPercentileApprox,29.0,10.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFPercentileApprox.java,29.0,23.0,10.0,0.0,7.0,7.0,2078481.333333333,2078481.333333333,1.4285714285714286,1.0,4.0,6.0,GenericUDAFPercentileApprox.java,0
File,GenericUDAFRank.java,6.0,0.0,6.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,20.0,0.0,0.0,0.0,20.0,18.0,9.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,0.0,3.0,13.0,0.0,225.0,33.0,171.0,80.0,65.0,21.0,0.0,0.0,0.0,83.0,118.0,62.0,0.0,59.0,0.0,4.0,0.0,2.0,0.0,0.0,"0,12",31.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFRank,2.5,16.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFRank.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFRank.java,0
File,GenericUDAFResolver.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,8.0,7.0,0.0,43.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,38",0.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFResolver,0.0,0.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFResolver2.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,7.0,6.0,0.0,51.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7,29",0.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFResolver2,0.0,0.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFRowNumber.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,11.0,11.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,122.0,22.0,83.0,49.0,19.0,17.0,0.0,0.0,0.0,33.0,49.0,32.0,0.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,20",13.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFRowNumber,2.0,10.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFRowNumber.java,6.0,6.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,GenericUDAFRowNumber.java,0
File,GenericUDAFStd.java,25.0,1.0,24.0,1.0,10.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,97.0,8.0,62.0,19.0,35.0,29.0,0.0,0.0,0.0,17.0,26.0,13.0,0.0,13.0,0.0,16.0,0.0,2.0,0.0,0.0,"0,47",19.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFStd,16.0,1.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFStd.java,8.0,0.0,4.0,0.0,3.0,3.0,793576.3333333335,793576.3333333335,1.3333333333333333,1.0,3.0,1.0,GenericUDAFStd.java,0
File,GenericUDAFStdSample.java,23.0,1.0,22.0,1.0,9.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,94.0,8.0,59.0,18.0,33.0,29.0,0.0,0.0,0.0,17.0,26.0,13.0,0.0,13.0,0.0,14.0,0.0,2.0,0.0,0.0,"0,49",17.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFStdSample,14.0,1.0,0.0,,,,,,,,,,,,,,,0
File,GenericUDAFStreamingEvaluator.java,9.0,0.0,7.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,20.0,20.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,4.0,14.0,0.0,236.0,38.0,161.0,65.0,69.0,40.0,0.0,0.0,0.0,71.0,107.0,50.0,0.0,64.0,0.0,5.0,0.0,2.0,0.0,0.0,"0,25",32.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,GenericUDAFStreamingEvaluator,1.3333333333333333,10.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFStreamingEvaluator.java,373.0,204.0,11.0,0.0,5.0,5.0,3282891.3,3282891.3,2.2,1.0,4.0,7.0,GenericUDAFStreamingEvaluator.java,0
