Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic_x,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,Version,CommitId,BaseFileName_x,AvgCyclomatic_y,SumDeclMethod,Bogue,file,added_lines,deleted_lines,commits,bug_fix_commits,developers,global_developers,average_time_between_changes,global_average_time_between_changes,mean_expertise,min_expertise,comments_changed,comments_unchanged,BaseFileName_y,Priority
File,AMReporter.java,11.0,0.0,11.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,32.0,0.0,0.0,0.0,32.0,32.0,29.0,0.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,0.0,3.0,21.0,0.0,476.0,56.0,380.0,146.0,197.0,40.0,0.0,0.0,0.0,186.0,250.0,129.0,0.0,143.0,0.0,8.0,0.0,4.0,0.0,0.0,"0,11",58.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AMReporter,2.0,19.0,0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java,545.0,67.0,14.0,3.0,4.0,4.0,1941345.8461538462,1941345.8461538462,3.5,1.0,12.0,2.0,AMReporter.java,0
File,ASTBuilder.java,12.0,0.0,11.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,18.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,276.0,29.0,223.0,60.0,154.0,24.0,0.0,0.0,0.0,123.0,149.0,56.0,0.0,108.0,0.0,23.0,0.0,2.0,0.0,0.0,"0,11",46.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTBuilder,2.5555555555555562,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTBuilder.java,75.0,9.0,10.0,0.0,6.0,6.0,3179684.4444444445,3179684.4444444445,1.6666666666666667,1.0,5.0,5.0,ASTBuilder.java,3
File,ASTBuilder.java,12.0,0.0,11.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,18.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,276.0,29.0,223.0,60.0,154.0,24.0,0.0,0.0,0.0,123.0,149.0,56.0,0.0,108.0,0.0,23.0,0.0,2.0,0.0,0.0,"0,11",46.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTBuilder,2.5555555555555562,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/{optiq => calcite}/translator/ASTBuilder.java,11.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,ASTBuilder.java,3
File,ASTBuilder.java,12.0,0.0,11.0,0.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,18.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,276.0,29.0,223.0,60.0,154.0,24.0,0.0,0.0,0.0,123.0,149.0,56.0,0.0,108.0,0.0,23.0,0.0,2.0,0.0,0.0,"0,11",46.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTBuilder,2.5555555555555562,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/optiq/translator/ASTBuilder.java,258.0,3.0,2.0,0.0,2.0,2.0,2954968.0,2954968.0,1.0,1.0,1.0,1.0,ASTBuilder.java,3
File,ASTConverter.java,17.0,1.0,14.0,2.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,34.0,0.0,0.0,0.0,34.0,32.0,24.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,8.0,2.0,15.0,0.0,733.0,98.0,555.0,219.0,329.0,80.0,0.0,0.0,0.0,294.0,432.0,220.0,0.0,279.0,0.0,14.0,0.0,4.0,0.0,0.0,"0,14",117.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTConverter,4.333333333333333,25.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTConverter.java,310.0,219.0,24.0,0.0,13.0,13.0,1244224.347826087,1244224.347826087,1.8461538461538465,1.0,11.0,13.0,ASTConverter.java,3
File,ASTConverter.java,17.0,1.0,14.0,2.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,34.0,0.0,0.0,0.0,34.0,32.0,24.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,8.0,2.0,15.0,0.0,733.0,98.0,555.0,219.0,329.0,80.0,0.0,0.0,0.0,294.0,432.0,220.0,0.0,279.0,0.0,14.0,0.0,4.0,0.0,0.0,"0,14",117.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTConverter,4.333333333333333,25.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/{optiq => calcite}/translator/ASTConverter.java,80.0,82.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,ASTConverter.java,3
File,ASTConverter.java,17.0,1.0,14.0,2.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,34.0,0.0,0.0,0.0,34.0,32.0,24.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,8.0,2.0,15.0,0.0,733.0,98.0,555.0,219.0,329.0,80.0,0.0,0.0,0.0,294.0,432.0,220.0,0.0,279.0,0.0,14.0,0.0,4.0,0.0,0.0,"0,14",117.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTConverter,4.333333333333333,25.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/optiq/translator/ASTConverter.java,673.0,3.0,2.0,0.0,2.0,2.0,2954968.0,2954968.0,1.0,1.0,1.0,1.0,ASTConverter.java,3
File,ASTErrorNode.java,2.0,0.0,2.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,49.0,8.0,21.0,18.0,6.0,20.0,0.0,0.0,0.0,12.0,18.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,95",5.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTErrorNode,1.0,0.0,0.0,,,,,,,,,,,,,,,0
File,ASTNode.java,10.0,1.0,8.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,0.0,26.0,26.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,350.0,53.0,240.0,75.0,133.0,57.0,0.0,0.0,0.0,123.0,178.0,67.0,0.0,129.0,0.0,11.0,0.0,4.0,0.0,0.0,"0,24",58.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTNode,2.230769230769231,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/ASTNode.java,714.0,82.0,9.0,0.0,5.0,5.0,1847519.875,1847519.875,1.8,1.0,8.0,1.0,ASTNode.java,4
File,ASTNodeOrigin.java,7.0,0.0,4.0,3.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,95.0,9.0,31.0,14.0,10.0,55.0,0.0,0.0,0.0,16.0,23.0,13.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,77",6.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ASTNodeOrigin,1.0,0.0,0.0,,,,,,,,,,,,,,,0
File,ATSHook.java,15.0,1.0,14.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,15.0,0.0,0.0,0.0,7.0,15.0,13.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,227.0,27.0,178.0,68.0,118.0,37.0,0.0,0.0,0.0,109.0,128.0,62.0,0.0,89.0,0.0,8.0,0.0,2.0,0.0,0.0,"0,21",19.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,ATSHook,1.8,8.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java,222.0,103.0,19.0,0.0,11.0,11.0,2092364.7222222225,2092364.7222222225,1.7272727272727273,1.0,9.0,10.0,ATSHook.java,3
File,AbortDroneException.java,3.0,0.0,3.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,10.0,5.0,3.0,18.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,80",2.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbortDroneException,1.0,0.0,0.0,,,,,,,,,,,,,,,0
File,AbortTxnRequest.java,7.0,0.0,6.0,1.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,38.0,0.0,0.0,0.0,36.0,35.0,5.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,2.0,0.0,35.0,0.0,387.0,64.0,297.0,104.0,144.0,29.0,0.0,0.0,0.0,139.0,207.0,91.0,0.0,124.0,0.0,5.0,0.0,3.0,0.0,0.0,"0,10",61.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbortTxnRequest,1.7058823529411764,25.0,0.0,metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AbortTxnRequest.java,82.0,62.0,15.0,0.0,7.0,7.0,605219.7142857143,605219.7142857143,2.142857142857143,1.0,9.0,6.0,AbortTxnRequest.java,0
File,AbstractBucketJoinProc.java,38.0,3.0,32.0,3.0,7.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,515.0,52.0,395.0,155.0,236.0,69.0,0.0,0.0,0.0,193.0,282.0,137.0,0.0,205.0,0.0,26.0,0.0,6.0,0.0,0.0,"0,17",75.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractBucketJoinProc,6.25,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/AbstractBucketJoinProc.java,78.0,64.0,6.0,0.0,6.0,6.0,4833063.2,4833063.2,1.0,1.0,3.0,3.0,AbstractBucketJoinProc.java,0
File,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,110.0,18.0,67.0,30.0,26.0,25.0,0.0,0.0,0.0,31.0,46.0,24.0,0.0,24.0,0.0,5.0,0.0,2.0,0.0,0.0,"0,37",13.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractCommandHandler,1.625,0.0,0.0,beeline/src/java/org/apache/hive/beeline/AbstractCommandHandler.java,12.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,AbstractCommandHandler.java,0
File,AbstractCorrelationProcCtx.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,80.0,14.0,44.0,23.0,12.0,22.0,0.0,0.0,0.0,26.0,35.0,23.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,50",8.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractCorrelationProcCtx,1.0,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/AbstractCorrelationProcCtx.java,28.0,0.0,4.0,1.0,3.0,3.0,842438.6666666665,842438.6666666665,1.3333333333333333,1.0,4.0,0.0,AbstractCorrelationProcCtx.java,0
File,AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,68.0,8.0,11.0,10.0,0.0,49.0,0.0,0.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,45",0.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractDeserializer,0.16666666666666666,0.0,0.0,,,,,,,,,,,,,,,0
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,87.0,12.0,43.0,27.0,11.0,32.0,0.0,0.0,0.0,23.0,30.0,21.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,74",6.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractEncodingAwareSerDe,0.8571428571428571,0.0,0.0,serde/src/java/org/apache/hadoop/hive/serde2/AbstractEncodingAwareSerDe.java,36.0,11.0,7.0,0.0,7.0,7.0,1565875.166666667,1565875.166666667,1.0,1.0,2.0,5.0,AbstractEncodingAwareSerDe.java,0
File,AbstractExpression.java,8.0,0.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,12.0,12.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,150.0,16.0,121.0,59.0,56.0,13.0,0.0,0.0,0.0,82.0,105.0,58.0,0.0,63.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,11",22.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractExpression,1.8333333333333333,0.0,0.0,itests/hive-jmh/src/main/java/org/apache/hive/benchmark/vectorization/AbstractExpression.java,150.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,AbstractExpression.java,0
File,AbstractFileMergeOperator.java,20.0,1.0,16.0,4.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,10.0,10.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,279.0,21.0,195.0,66.0,115.0,63.0,0.0,0.0,0.0,105.0,137.0,59.0,0.0,91.0,0.0,8.0,0.0,5.0,0.0,0.0,"0,32",30.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractFileMergeOperator,3.0,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractFileMergeOperator.java,323.0,41.0,9.0,0.0,6.0,6.0,5285255.0,5285255.0,1.5,1.0,5.0,4.0,AbstractFileMergeOperator.java,3
File,AbstractFilterStringColLikeStringScalar.java,12.0,1.0,11.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,23.0,0.0,0.0,0.0,26.0,26.0,14.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,0.0,1.0,1.0,17.0,0.0,429.0,56.0,296.0,86.0,156.0,77.0,0.0,0.0,0.0,139.0,217.0,92.0,0.0,127.0,0.0,24.0,0.0,5.0,0.0,0.0,"0,26",68.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractFilterStringColLikeStringScalar,3.0,14.0,0.0,,,,,,,,,,,,,,,0
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,6.0,23.0,12.0,6.0,27.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,"1,17",3.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractGenericUDAFResolver,1.5,0.0,0.0,,,,,,,,,,,,,,,0
File,AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,146.0,19.0,106.0,49.0,58.0,21.0,0.0,0.0,0.0,59.0,75.0,46.0,0.0,43.0,0.0,4.0,0.0,1.0,0.0,0.0,"0,20",14.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractGenericUDFEWAHBitmapBop,2.0,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/AbstractGenericUDFEWAHBitmapBop.java,2.0,22.0,2.0,0.0,2.0,2.0,3973951.0,3973951.0,1.0,1.0,2.0,0.0,AbstractGenericUDFEWAHBitmapBop.java,0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,108.0,11.0,71.0,25.0,37.0,26.0,0.0,0.0,0.0,40.0,54.0,27.0,0.0,29.0,0.0,6.0,0.0,3.0,0.0,0.0,"0,37",13.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractGenericUDFReflect,2.6,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/AbstractGenericUDFReflect.java,2.0,20.0,2.0,0.0,2.0,2.0,3973951.0,3973951.0,1.0,1.0,2.0,0.0,AbstractGenericUDFReflect.java,0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,8.0,28.0,19.0,5.0,17.0,0.0,0.0,0.0,17.0,21.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,61",3.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractHBaseKeyFactory,1.0,0.0,0.0,,,,,,,,,,,,,,,0
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,80.0,10.0,38.0,19.0,18.0,32.0,0.0,0.0,0.0,25.0,30.0,18.0,0.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,84",4.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractHBaseKeyPredicateDecomposer,1.3333333333333333,0.0,0.0,hbase-handler/src/java/org/apache/hadoop/hive/hbase/AbstractHBaseKeyPredicateDecomposer.java,8.0,8.0,2.0,0.0,2.0,2.0,162071.0,162071.0,1.0,1.0,1.0,1.0,AbstractHBaseKeyPredicateDecomposer.java,0
File,AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,4.0,7.0,4.0,1.0,30.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"4,29",1.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractHiveAuthorizer,1.0,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/AbstractHiveAuthorizer.java,41.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,AbstractHiveAuthorizer.java,0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,17.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,159.0,22.0,78.0,30.0,30.0,59.0,0.0,0.0,0.0,36.0,58.0,31.0,0.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0,"0,76",20.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractHiveService,1.1764705882352942,0.0,0.0,itests/hive-unit/src/main/java/org/apache/hive/jdbc/miniHS2/AbstractHiveService.java,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,AbstractHiveService.java,0
File,AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,58.0,7.0,28.0,14.0,9.0,23.0,0.0,0.0,0.0,17.0,23.0,14.0,0.0,10.0,0.0,3.0,0.0,2.0,0.0,0.0,"0,82",5.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractIndexHandler,1.6666666666666667,0.0,0.0,,,,,,,,,,,,,,,0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,186.0,14.0,129.0,51.0,68.0,43.0,0.0,0.0,0.0,63.0,97.0,49.0,0.0,60.0,0.0,7.0,0.0,5.0,0.0,0.0,"0,33",25.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractJoinTaskDispatcher,4.166666666666667,0.0,0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/AbstractJoinTaskDispatcher.java,2.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,AbstractJoinTaskDispatcher.java,0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,120.0,20.0,75.0,40.0,33.0,26.0,0.0,0.0,0.0,42.0,54.0,33.0,0.0,25.0,0.0,3.0,0.0,1.0,0.0,0.0,"0,35",10.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractMapJoinOperator,1.4285714285714286,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,32.0,33.0,8.0,0.0,5.0,5.0,5693924.0,5693924.0,1.6,1.0,3.0,5.0,AbstractMapJoinOperator.java,3
File,AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,51.0,8.0,25.0,14.0,9.0,18.0,0.0,0.0,0.0,14.0,19.0,13.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,72",4.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractMapJoinTableContainer,1.0,0.0,0.0,,,,,,,,,,,,,,,0
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,11.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,87.0,17.0,53.0,30.0,13.0,17.0,0.0,0.0,0.0,20.0,32.0,21.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,"0,32",11.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractOperatorDesc,1.0,0.0,1.0,ql/src/java/org/apache/hadoop/hive/ql/plan/AbstractOperatorDesc.java,126.0,27.0,18.0,0.0,10.0,10.0,1636907.1176470588,1636907.1176470588,1.8,1.0,5.0,13.0,AbstractOperatorDesc.java,3
File,AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,50.0,8.0,17.0,8.0,8.0,25.0,0.0,0.0,0.0,11.0,14.0,8.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,"1,47",2.0,release-2.0.0,ecccdda845a0a45de24463669847ddf37ad3c220,AbstractOutputFormat,0.5,0.0,0.0,,,,,,,,,,,,,,,0
